NAME;ADDRESS;OKRUG;UPRAVA;ROUTES;LAT;LON
17-я гор. б-ца;Волынская ул.;ЗАО;Солнцево;А720у А729 А720 А720К А695 А720;55.64300963446335;37.41259424292671
Боровский пр.;Боровское шоссе;ЗАО;Солнцево;А729 А166 А32у А809 А810с А32 А814 А779 А750 А720 А779;55.65145609637112;37.38281883825859
Волынская ул.;Авиаторов ул.;ЗАО;Солнцево;А729 А720К А718у А788 А718 А720 А720;55.64143617907336;37.40936193747489
Попутная ул.;Боровское шоссе;ЗАО;Солнцево;А729 А830 А809 А830С А32 А779 А750 А767 А810с А814 А32у А166 А720 А779 А902;55.65229307771968;37.38676521806718
Инженерный корпус ЗВС;Родниковая ул.;ЗАО;Солнцево;А734;55.630711313336455;37.403739731880485
Производственная ул.;Производственная ул.;ЗАО;Солнцево;А734;55.64070473387972;37.38052019137019
Овощная база;Производственная ул.;ЗАО;Солнцево;А734;55.64510736855195;37.38408450731475
Ул. Богданова 58;Производственная ул.;ЗАО;Солнцево;А734;55.64773074865752;37.386101071440905
Солнцевский отдел ЗАГС;Боровское шоссе;ЗАО;Солнцево;А734 А32 А809 А729 А779 А788 А32у А689 А695 А810с А767 А779 А720;55.65453288891317;37.39306113975899
Солнцевский отдел ЗАГС;Боровское шоссе;ЗАО;Солнцево;А734 А32у А809 А695 А32 А810с А767 А689 А788 А729 А779 А720 А779;55.65471720565364;37.39415427510905
Ул. Щорса 4;Щорса ул.;ЗАО;Солнцево;А734 А686 А718у А718 А718Ф;55.6459371538826;37.40633771073345
Ул. Богданова 58;Богданова ул.;ЗАО;Солнцево;А734 А686 А793 А788 А718Ф;55.6469994548099;37.38973047750013
Ул. Щорса 4;Щорса ул.;ЗАО;Солнцево;А734 А695 А718 А718у А718Ф;55.64580074120787;37.40589937956504
Водопроводная станция;Родниковая ул.;ЗАО;Солнцево;А734 А707 А707К;55.63277584684282;37.38972256886252
Садовые участки;Родниковая ул.;ЗАО;Солнцево;А734 А707 А707К;55.63152774154263;37.39514056317454
Ул. Щорса;Щорса ул.;ЗАО;Солнцево;А734 А718у А686 А718 А718Ф;55.64815019763914;37.40842194559845
Ул. Главмосстроя 3;Главмосстроя ул.;ЗАО;Солнцево;А734 А718Ф;55.65344922053806;37.40799656316665
Ст. Солнечная;Попутная ул.;ЗАО;Солнцево;А750 А734;55.65581752842019;37.38349391677588
Почта;Попутная ул.;ЗАО;Солнцево;А750 А814 А695 А734 А686 А166 А689 А718Ф;55.654122698076314;37.38652998212872
Ул. Богданова 24;Богданова ул.;ЗАО;Солнцево;А752;55.65647787519725;37.40339173175615
Ул. 50 лет Октября;Боровское шоссе;ЗАО;Солнцево;А752 А718 А788 А809 А779 А793 А718у А810с А767 А718Ф А779;55.65997139141265;37.40901684682221
Ул. Главмосстроя 3;Главмосстроя ул.;ЗАО;Солнцево;А752 А734 А718Ф;55.65256791186704;37.40826659675717
Ул. Главмосстроя;Главмосстроя ул.;ЗАО;Солнцево;А752 А793 А718Ф;55.657378821044475;37.40537093682084
Ул. 50 лет Октября;Боровское шоссе;ЗАО;Солнцево;А779 А718у А32 А793 А810с А788 А32у А752 А718 А809 А767 А718Ф А720 А779;55.65995257519743;37.41160606848652
ДСК - 3;Боровское шоссе;ЗАО;Солнцево;А779 А810с А767 А809 А830 А830С А779;55.66117211652343;37.426011106770105
Производственная ул. 2;Производственная ул.;ЗАО;Солнцево;А788 А686 А718Ф;55.65043818987589;37.386789290490455
Ул. Богданова 58;Производственная ул.;ЗАО;Солнцево;А788 А686 А718Ф;55.647860543044935;37.386720334772065
5-й мкр. Солнцева;Авиаторов ул.;ЗАО;Солнцево;А788 А718у А695 А718;55.64094843606034;37.40963638146095
5-й мкр. Солнцева;Авиаторов ул.;ЗАО;Солнцево;А788 А720у А718 А729 А720К А718у А720 А793 А720;55.639875451237145;37.41422984379548
М-н Спорт;Авиаторов ул.;ЗАО;Солнцево;А788 А793 А686 А734 А718Ф;55.64483685706094;37.39826513465052
Ул. Авиаторов 10;Авиаторов ул.;ЗАО;Солнцево;А788 А793 А686 А734 А718Ф;55.645952613614945;37.393265860915015
М-н Спорт;Авиаторов ул.;ЗАО;Солнцево;А788 А793 А734 А686 А718Ф;55.644038020888374;37.399522566198975
остановка общественного транспорта;Богданова ул.;ЗАО;Солнцево;А793;55.648752773010436;37.39026656869224
Управа района Солнцево;Богданова ул.;ЗАО;Солнцево;А793;55.6522522392565;37.39389332911611
Ул. Богданова 24;Богданова ул.;ЗАО;Солнцево;А793;55.65619235216569;37.40115886527057
Ул. Богданова 58;Попутная ул.;ЗАО;Солнцево;А793;55.6492946185995;37.39113333666158
5-й мкр. Солнцева;Авиаторов ул.;ЗАО;Солнцево;А793 А695;55.64205866548224;37.405990419160446
Ул. Авиаторов;Авиаторов ул.;ЗАО;Солнцево;А793 А734 А686 А788 А718Ф;55.64338053361345;37.4029832798698
Ул. Богданова 24;Богданова ул.;ЗАО;Солнцево;А793 А734 А689;55.65644796227715;37.40326456400062
Ул. Авиаторов;Авиаторов ул.;ЗАО;Солнцево;А793 А788 А718у А718 А695;55.6424258653692;37.404572366166796
Говорово;Боровское шоссе;ЗАО;Солнцево;А793 А809 А720К А718у А810с А32 А718 А720 А788 А32у А779 А752 А718Ф А779 А720;55.660564044152004;37.41756276444659
Домостроительная ул.;Домостроительная ул.;ЗАО;Солнцево;А809 А32 А32у;55.66205559042614;37.42748726515854
Платф. Сколково;Домостроительная ул.;ЗАО;Солнцево;А809 А32у А32 А66;55.66671979964477;37.427119805190976
Терешково;Боровское шоссе;ЗАО;Солнцево;А809 А718 А718у А779 А734 А810с А788 А767 А779;55.65774181725015;37.39929295242468
Ул. Главмосстроя;Боровское шоссе;ЗАО;Солнцево;А809 А718у А810с А779 А767 А788 А734 А718 А902 А779;55.65883529656083;37.40398026558746
Терешково;Боровское шоссе;ЗАО;Солнцево;А810с А718у А809 А779 А767 А788 А718 А779;55.65750529728566;37.39960049668373
Попутная ул.;Боровское шоссе;ЗАО;Солнцево;А810с А809 А689 А695 А767 А32 А830 А32у А830С А779 А729 А788 А734 А720 А902 А779;55.65258715891494;37.38860000384559
Ст. Солнечная;Попутная ул.;ЗАО;Солнцево;А814;55.65570930210857;37.38295404597941
мкр.Никулино-2;Академика Анохина ул.;ЗАО;Тропарево-Никулино;116м;55.64730141990608;37.46916118027788
Пр. Олимпийской Деревни;пр. Олимпийской Деревни;ЗАО;Тропарево-Никулино;A227;55.67106124946851;37.466804169683954
Метро Юго-Западная;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А196 А144 Тб84;55.66320189396033;37.48400924936868
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А196 Тб34;55.661979339376835;37.48284627540748
Метро Юго-Западная;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А226 А261 А699Ф;55.66172620646267;37.48556785807115
Никулинская ул. 12;Никулинская ул.;ЗАО;Тропарево-Никулино;А227Ф;55.670085503993256;37.4689155094835
Ул. Коштоянца 47;Коштоянца ул.;ЗАО;Тропарево-Никулино;А227Ф;55.671201901479094;37.47735417629105
Ул. Акад. Анохина 2;Боровское шоссе;ЗАО;Тропарево-Никулино;А227Ф;55.669691778504685;37.47706420984118
Метро Юго-Западная;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А261 А226 А196 А699Ф;55.66253647052999;37.4839008857626
Никулинская ул.;Никулинская ул.;ЗАО;Тропарево-Никулино;А261 А630 А720 А667 А718 А720К А66 А226 А752 А718у А699Ф А630 А720 А688;55.66883309396641;37.456139079725595
Ул. 26 бакинских комиссаров;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А261 А718 А226 А720 А752 А699Ф А196 А720 А600 А144 Тб84;55.656426895863376;37.493418726639234
Никулинская ул.;Никулинская ул.;ЗАО;Тропарево-Никулино;А261 А718у А66 А718 А720 А720К А226 А630 А667 А752 А699Ф А630 А720 А688;55.66816764888556;37.45691634501596
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А272 А227;55.66235272466796;37.482029445701535
Акад. Ген. штаба;Рузская ул.;ЗАО;Тропарево-Никулино;А281;55.64980313290179;37.476832113752764
Церковь Архангела Михаила;Тропаревская ул.;ЗАО;Тропарево-Никулино;А281;55.65537020097093;37.478126218391125
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А281 А227Ф;55.660983683038324;37.48156519104591
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А420П А304П А844;55.663318882904335;37.48236327449968
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А611С А611 А735 А611и А196 А611Ф;55.66258423181765;37.482109711950535
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А611С А802 А844 А611и А611 А272 А304П А420П А611Ф А642 А227Ф А281;55.66126189459223;37.48249783664744
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А630 А66 А642 А699Ф А630;55.66440690591932;37.48316476388933
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А642;55.66130001735211;37.48167207876599
Гост. Салют;просп. Вернадского;ЗАО;Тропарево-Никулино;А66 А611 А420П А707К А707 А802 А844 А611и А642 А227 А281 А227Ф;55.652106877863304;37.4800824245304
Просп. Вернадского 113;просп. Вернадского;ЗАО;Тропарево-Никулино;А66 А611 А611и А844 А707 А642 А281 А227;55.659848879401494;37.481911040219565
Российская Академия Гос. Службы;Покрышкина ул.;ЗАО;Тропарево-Никулино;А66 А667 А752 А718у А630 А718 А720 А720К А261 А226 А699Ф А718Ф А630 А720 А688;55.66409608133728;37.476607262173346
Городской Кардиодиспансер;Покрышкина ул.;ЗАО;Тропарево-Никулино;А66 А720 А718 А630 А226 А261 А718у А752 А720К А699Ф А718Ф А630 А720 А688;55.66518366166597;37.46686032577562
14-й автобусный парк;Озёрная ул.;ЗАО;Тропарево-Никулино;А66 А793 А720К А810с А720 А718у А752 А718 А788 А720;55.665196739437484;37.441003545441156
Просп. Вернадского 113;просп. Вернадского;ЗАО;Тропарево-Никулино;А66 А844 А707 А611 А735 А611и А642 А227 А227Ф А281;55.65950008336499;37.48109953216268
Городской Кардиодиспансер;Тропаревская ул.;ЗАО;Тропарево-Никулино;А667;55.66461312934033;37.46452687976865
Детский сад;Академика Анохина ул.;ЗАО;Тропарево-Никулино;А667;55.656617970997694;37.47185482409929
Школа № 14;Тропаревская ул.;ЗАО;Тропарево-Никулино;А667;55.66180230112239;37.463707682792425
Тропаревская ул.;Тропаревская ул.;ЗАО;Тропарево-Никулино;А667;55.65712215523108;37.46668880873298
Ул. Акад. Анохина;Академика Анохина ул.;ЗАО;Тропарево-Никулино;А667;55.65842759792186;37.47241382356203
Ул. Акад. Анохина 26;Академика Анохина ул.;ЗАО;Тропарево-Никулино;А667;55.66264626332863;37.4733791130857
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А667 А226 А261 А688;55.66470187475007;37.4836079734869
Центр моды Люкс;пр. Олимпийской Деревни;ЗАО;Тропарево-Никулино;А667 А227;55.67458080114301;37.473429880332404
Акад. Народного хоз-ва;Коштоянца ул.;ЗАО;Тропарево-Никулино;А667 А227 А227Ф;55.66920402112764;37.47894070426007
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А667 А227 А227Ф;55.662520264480534;37.48310430708699
Олимпийская Дер. - Музей Обороны Москвы;пр. Олимпийской Деревни;ЗАО;Тропарево-Никулино;А667 А227 А227Ф;55.67449715424565;37.46869475836998
Акад. Народного хоз-ва;Коштоянца ул.;ЗАО;Тропарево-Никулино;А667 А227Ф А227;55.667796246599806;37.479683270421894
Центр моды Люкс;пр. Олимпийской Деревни;ЗАО;Тропарево-Никулино;А667 А227Ф А227;55.67420349560814;37.47381947546471
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А667 А66;55.66166939946755;37.48176030055989
Высадка А 707шк;Ленинский просп.;ЗАО;Тропарево-Никулино;А707;55.651375091708786;37.48547698966433
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А707 А611С А785 А630 А420П А707К А304П А735 А802 А611Ф А642 А196 А630 А144 Тб84;55.66298891325893;37.481374796362694
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А707 А688;55.66225423693197;37.48296303254343
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А707 А707К;55.66318524226124;37.4823435934495
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А707К;55.664492511056004;37.483411771657686
Театр На Юго-Западе;просп. Вернадского;ЗАО;Тропарево-Никулино;А707К А66 А735 А707 А611и А611 А844 А642 А227Ф А227 А281;55.65705225707859;37.480377258991844
Театр На Юго-Западе;просп. Вернадского;ЗАО;Тропарево-Никулино;А707К А844 А707 А611и А66 А611 А642 А281 А227 А227Ф;55.65745570193814;37.48109373808051
Ул. Покрышкина;Покрышкина ул.;ЗАО;Тропарево-Никулино;А718 А226 А630 А261 А66 А720 А718у А718Ф А699Ф А630 А720 А688;55.66467749051669;37.47231370246227
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А718 А718у А720К А642 А718Ф А227;55.664027377230816;37.484052840416304
Метро Юго-Западная;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А718 А752;55.66190782421627;37.48538839182681
Российская Академия Гос. Службы;Покрышкина ул.;ЗАО;Тропарево-Никулино;А718у А261 А720 А718 А720К А226 А630 А66 А667 А752 А699Ф А718Ф А630 А720 А688;55.66401959396822;37.47962053186299
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А720;55.66427891941898;37.48414816453954
Озерная ул.;Мичуринский просп.;ЗАО;Тропарево-Никулино;А720 А718 А66 А788 А752 А718у А810с А793 А720К А902 А720;55.67016462779606;37.44964395866499
9-й мкр. Теплого Стана;Ленинский просп.;ЗАО;Тропарево-Никулино;А720 А720 А144 А600;55.64797964664905;37.47878812340258
Гост. Салют;Ленинский просп.;ЗАО;Тропарево-Никулино;А720 А720 А144 А600;55.65057894992513;37.48432206335467
Детская б-ца;Ленинский просп.;ЗАО;Тропарево-Никулино;А720 А720 А144 А600;55.6529079259411;37.48942329946025
Метро Юго-Западная;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А720 А720 А600 А144;55.66191654753114;37.484515879094914
Городской Кардиодиспансер;Покрышкина ул.;ЗАО;Тропарево-Никулино;А720К А226 А630 А752 А66 А261 А718 А718у А720 А718Ф А699Ф А630 А720 А688;55.664889745071;37.4683471950879
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А720К А752 А718 А630 А718у А720 А718Ф А630 А720;55.66206867704549;37.481998999884404
Ул. 26 бакинских комиссаров;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А735 А196;55.65684691724815;37.493091806350606
АТС;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А735 А261 А718 А752 А226 А720 А196 А699Ф А720 А600 А144 Тб84;55.65790127062442;37.490646465709816
Метро Юго-Западная;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А735 А720 А720 А600 А144;55.66230297621217;37.48497515438345
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А752;55.66381177553191;37.48389414322111
Метро Юго-Западная;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А752 А718;55.66214121754315;37.48433967078362
Ул. 26 бакинских комиссаров;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А752 А718 А226 А261 А720 А699Ф А720 А144 А600;55.65714897862691;37.49234701998018
АТС;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;А752 А720 А718 А226 А261 А196 А699Ф А720 А144 А600 Тб84;55.65801718989082;37.48998619365385
Востряковское кладб.;МКАД 48-й км;ЗАО;Тропарево-Никулино;А781 А66 А781;55.66141767637554;37.43281427076923
Востряковское кладбище (МКАД);МКАД 48-й км;ЗАО;Тропарево-Никулино;А781 А66 А781;55.66199989435196;37.43224744408183
Востряковское кладб.;МКАД 48-й км;ЗАО;Тропарево-Никулино;А781 А779 А767 А781 А779;55.66147999274774;37.43369489544118
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А785 А227Ф;55.665356707596494;37.48408416641297
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А785 А688;55.66456625180438;37.48433874172499
МИРЭА;просп. Вернадского;ЗАО;Тропарево-Никулино;А785 А688 Тб34;55.6675220683307;37.48881165314583
Муз. театр и Детская б-ца;Мичуринский просп.;ЗАО;Тропарево-Никулино;А788 А47 А785 А793 А57 Тб17;55.68043237232792;37.46906250507474
Востряковское кладб.;Озёрная ул.;ЗАО;Тропарево-Никулино;А788 А66 А720 А830С А718 А752 А718у А810с А793 А830 А720К А720;55.66237199255273;37.43732973801355
Олимпийская Дер.;Мичуринский просп.;ЗАО;Тропарево-Никулино;А788 А793 А785 А47 А57 Тб17;55.673234698404165;37.45835974552365
Олимпийская деревня;Мичуринский просп.;ЗАО;Тропарево-Никулино;А788 А793 А785 А47 А57 Тб17;55.67149321197916;37.463026204219986
Олимпийская деревня д.9а;Мичуринский просп.;ЗАО;Тропарево-Никулино;А788 А793 А785 А47 А57 Тб17;55.670968496848985;37.462048740915066
Мичуринский просп. 70;Мичуринский просп.;ЗАО;Тропарево-Никулино;А788 А830 А47 А785 А793 А57 Тб17;55.68287553869814;37.47270211033398
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;А802;55.66046759195752;37.481427330299795
Теплостанский пр.;Ленинский просп.;ЗАО;Тропарево-Никулино;А802 А611и А707 А611С А844 А707К А420П А720 А611 А272 А611Ф А642 А720 А144 А227Ф А227 А281 А600;55.64344700930785;37.46897999312595
Музей Обороны Москвы;Мичуринский просп.;ЗАО;Тропарево-Никулино;А830 А47 А788 А785 А793 А57 Тб17;55.677549942605076;37.46484569962454
9-й мкр. Теплого Стана;просп. Вернадского;ЗАО;Тропарево-Никулино;А844 А707 А611 А707К А802 А611и А642 А227 А227Ф;55.647843280313914;37.47776674764936
Метро Юго-Западная;просп. Вернадского;ЗАО;Тропарево-Никулино;Тб34;55.66553633754997;37.48433826947098
Ул. 26 бакинских комиссаров;26-ти Бакинских Комиссаров ул.;ЗАО;Тропарево-Никулино;Тб84;55.656683879377134;37.493435230393914
Багратионовский пр.;Барклая ул.;ЗАО;Филевский парк;542м 578м 706м;55.74065652756619;37.50312513440835
2-я Филевская ул.;Олеко Дундича ул.;ЗАО;Филевский парк;А109;55.74010738915762;37.490213103590264
Багратионовский пр.;Олеко Дундича ул.;ЗАО;Филевский парк;А109;55.74163660043638;37.499304459565984
Кастанаевская ул.;Кастанаевская ул.;ЗАО;Филевский парк;А109;55.737897667012156;37.48963733587747
Суворовский парк;Большая Филёвская ул.;ЗАО;Филевский парк;А109;55.738554262257985;37.46482256499001
Метро Фили;Багратионовский пр.;ЗАО;Филевский парк;А109 А116;55.74658811800222;37.51424191265053
Б. Филевская ул.;Новозаводская ул.;ЗАО;Филевский парк;А109 А116 А69 А69К;55.7507283483078;37.50864460068543
Новозаводская ул.;Новозаводская ул.;ЗАО;Филевский парк;А109 А116 А69К;55.7527862297234;37.49458530282431
Новозаводская ул.;Барклая ул.;ЗАО;Филевский парк;А109 А69 А116 А69К;55.7524102931728;37.49362541539571
Школа № 737;Новозаводская ул.;ЗАО;Филевский парк;А109 А69 А116 А69К;55.75253890393574;37.504778335356036
Б. Филевская ул.;Новозаводская ул.;ЗАО;Филевский парк;А109 А69 А69К А116;55.75156459347786;37.50768238661952
Багратионовский пр. 5;Багратионовский пр.;ЗАО;Филевский парк;А116 А109;55.744774321146394;37.50920965552594
Школа № 737;Новозаводская ул.;ЗАО;Филевский парк;А116 А109 А69 А69К;55.75237334050888;37.50488978542756
Метро Фили;Новозаводская ул.;ЗАО;Филевский парк;А116 А69 А69К А109;55.74686431086813;37.514951669596684
Фили (к/ст выс. пос.);Барклая ул.;ЗАО;Филевский парк;А116 А69 А69К А178 Тб2 Тб39;55.7508927483205;37.49305794549896
Багратионовский пр.;Барклая ул.;ЗАО;Филевский парк;А116 Тб2 Тб39;55.74088024348806;37.50163989342006
Ул. Василисы Кожиной;Барклая ул.;ЗАО;Филевский парк;А116 Тб2 Тб39;55.73888785718329;37.50658702559972
Ул. Василисы Кожиной;Барклая ул.;ЗАО;Филевский парк;А116 Тб39 Тб2;55.73856303410834;37.50673299834198
Фили;Барклая ул.;ЗАО;Филевский парк;А130 А109;55.751553498079716;37.49322757712685
Ул. Барклая;Барклая ул.;ЗАО;Филевский парк;А130 А109 А178;55.74762429018982;37.494619425426414
Лес;Новозаводская ул.;ЗАО;Филевский парк;А130 А116;55.75276013339774;37.484333298594294
остановка общественного транспорта;Новозаводская ул.;ЗАО;Филевский парк;А130 А116;55.75295428662526;37.492744665256936
Метро Филевский парк;Минская ул.;ЗАО;Филевский парк;А139 А139Ф А130 А130 А139 А139Ф;55.73928298495063;37.48380548650493
Пл. Ромена Роллана;Минская ул.;ЗАО;Филевский парк;А139 А139Ф А130 А130 А139Ф А139 А109;55.73771416439045;37.485232674951256
Минская ул. 8;Минская ул.;ЗАО;Филевский парк;А139 А187 А130 А139Ф А139Ф А130 А139;55.73518152792603;37.487525971910635
51-я гор. б-ца;Большая Филёвская ул.;ЗАО;Филевский парк;А155 А130 А109 А178 Тб54;55.744474692441855;37.485640979756354
Б. Филевская ул. 23;Большая Филёвская ул.;ЗАО;Филевский парк;А155 А130 А109 А178 Тб54;55.74589193452834;37.49044170045899
Минская ул.;Большая Филёвская ул.;ЗАО;Филевский парк;А155 А130 А109 А178 Тб54;55.74324633983861;37.4814093227454
Ул. Барклая;Большая Филёвская ул.;ЗАО;Филевский парк;А155 А130 А109 А178 Тб54;55.74682384260955;37.49318905292327
51-я гор. б-ца;Большая Филёвская ул.;ЗАО;Филевский парк;А155 А130 А178 А109 Тб54;55.744294936433235;37.4843635481962
Б. Филевская ул. 23;Большая Филёвская ул.;ЗАО;Филевский парк;А155 А130 А178 А109 Тб54;55.74583295638307;37.489751080391265
Метро Филевский парк;Минская ул.;ЗАО;Филевский парк;А155 А130 Тб54;55.74063801024356;37.482562447833594
Метро Филевский парк;Сеславинская ул.;ЗАО;Филевский парк;А155 А73;55.739833668167044;37.483536169561006
Детский парк Фили;Большая Филёвская ул.;ЗАО;Филевский парк;А155 Тб54;55.748787662124144;37.49990270548222
Шелепихинский мост;Большая Филёвская ул.;ЗАО;Филевский парк;А155 Тб54;55.75134889409633;37.50879710715164
Ул. Барклая;Большая Филёвская ул.;ЗАО;Филевский парк;А155 Тб54;55.747307410434566;37.49538840113626
Б. Филевская ул. 30;Большая Филёвская ул.;ЗАО;Филевский парк;А178 А109;55.74098477131015;37.47287122584108
Б. Филевская ул. 41;Большая Филёвская ул.;ЗАО;Филевский парк;А178 А109;55.74200684895811;37.476467723924785
Фили;Барклая ул.;ЗАО;Филевский парк;А178 Тб2 Тб39;55.75118952798375;37.49279411727277
Физкультурный пр.;Новозаводская ул.;ЗАО;Филевский парк;А69 А109 А116 А69К;55.7528077849604;37.50161519894323
Д/к им. Горбунова;Новозаводская ул.;ЗАО;Филевский парк;А69 А116 А69К А109;55.75291679845929;37.49807667869844
Береговой пр.;Береговой пр.;ЗАО;Филевский парк;А69К;55.75522377491571;37.50516330018767
З-д Коммунальник;Проектируемый пр. N 153;ЗАО;Филевский парк;А69К;55.75699053758502;37.50358908125356
Пр. пр. № 153;Проектируемый пр. N 153;ЗАО;Филевский парк;А69К;55.761457474766395;37.502816359703914
Филевский бульв.;Филёвский бульв.;ЗАО;Филевский парк;А69К;55.76344494583897;37.4803205265752
Филевский бульв. 12;Филёвский бульв.;ЗАО;Филевский парк;А69К;55.76331545775793;37.484423383627714
Филевский бульв. 2;Филёвский бульв.;ЗАО;Филевский парк;А69К;55.763430060254464;37.49135146009032
Универсам;Филёвский бульв.;ЗАО;Филевский парк;А69К;55.76337328304138;37.48757830126201
Ул. Мясищева;Филёвский бульв.;ЗАО;Филевский парк;А69К;55.76245346559666;37.4974256996574
Метро Фили;Новозаводская ул.;ЗАО;Филевский парк;А69К А69;55.74673084694075;37.51453191383321
Шелепихинский мост;Новозаводская ул.;ЗАО;Филевский парк;А69К А69;55.751349789736686;37.50759084257677
Фили;Барклая ул.;ЗАО;Филевский парк;А69К Тб39 Тб2;55.75147562318428;37.493125860622996
Метро Филевский парк;пл. Московско-Минской Дивизии;ЗАО;Филевский парк;А73 А139Ф А139 А130 А155 А130 А139 А139Ф Тб54;55.74036699385524;37.48353953435541
Звенигородская ул.;Рублёвское шоссе;ЗАО;Филевский парк;А733у А733 А733ф А733 А733Ф А688;55.735005973674866;37.44453982840431
Мясищева;Мясищева ул.;ЗАО;Филевский парк;А152 А653 653м;55.76235659076854;37.5003395364487
Ул. Барклая;Барклая ул.;ЗАО;Филевский парк;Тб2 Тб39;55.74688372935029;37.495231054197696
Метро Багратионовская;Барклая ул.;ЗАО;Филевский парк;Тб39 Тб2;55.74324766879487;37.498000135044165
Ул. Барклая;Барклая ул.;ЗАО;Филевский парк;Тб39 Тб2;55.74695889257122;37.494866525984015
Интернат (ул. Кременчугская);ул. Кременчугская;ЗАО;Фили-Давыдково;730м;55.719369280801885;37.46029144775392
Староможайское ш.;Староможайское шоссе;ЗАО;Фили-Давыдково;А103 А103 А103Ф;55.72904349427143;37.48073803572128
Кутузовский просп.;Староможайское шоссе;ЗАО;Фили-Давыдково;А103 А103Ф А103;55.730097925356525;37.488227890486876
Метро Славянский бульвар;Кутузовский просп.;ЗАО;Фили-Давыдково;А103 А139Ф А157 А139 А157Э А103 А103Ф А139 А139Ф А157 А840;55.72813688000525;37.47358984580742
Ул. Алексея Свиридова;Кутузовский просп.;ЗАО;Фили-Давыдково;А103 А157П А157 А157Э А139Ф А139 А103 А103Ф А139Ф А139 А157 А840;55.725532115456645;37.458709723941006
Ул. Артамонова - Муз. школа;Аминьевское шоссе;ЗАО;Фили-Давыдково;А103 А688 А236;55.718406369030674;37.451582364889916
Метро Пионерская;Кастанаевская ул.;ЗАО;Фили-Давыдково;А109;55.73364613822768;37.469786371608144
Кастанаевская ул. 42;Кастанаевская ул.;ЗАО;Фили-Давыдково;А109;55.7347947001672;37.47601635348586
Пансионат;Полосухина ул.;ЗАО;Фили-Давыдково;А109;55.73707173872279;37.460409933970766
Школа;Кастанаевская ул.;ЗАО;Фили-Давыдково;А109;55.73558431698073;37.480380716436436
Ул. Герасима Курина;Герасима Курина ул.;ЗАО;Фили-Давыдково;А109;55.73075869353319;37.46051665915469
Б. Филевская ул. 30;Большая Филёвская ул.;ЗАО;Фили-Давыдково;А109 А178;55.74053320730861;37.471649455006045
Б. Филевская ул. 41;Большая Филёвская ул.;ЗАО;Фили-Давыдково;А109 А178;55.741574645147494;37.475463664973184
Пл. Ромена Роллана;Минская ул.;ЗАО;Фили-Давыдково;А130 А139 А139Ф А187 А139Ф А130 А139;55.73575620152009;37.486506921185125
Метро Пионерская;Малая Филёвская ул.;ЗАО;Фили-Давыдково;А135 А135ф А178;55.736269770953164;37.46598305900352
М. Филевская ул. (Звенигородский пер.);Малая Филёвская ул.;ЗАО;Фили-Давыдково;А135ф А135 А178;55.733719879830296;37.45546997806363
Ул. Полосухина;Малая Филёвская ул.;ЗАО;Фили-Давыдково;А135ф А135 А178;55.7351236964257;37.46131960961046
