NAME;ADDRESS;OKRUG;UPRAVA;ROUTES;LAT;LON
5-й пр. Подбельского;Ивантеевская ул.;ВАО;Богородское;235м;55.81716534328227;37.726093022939686
7-й проезд Подбельского;7-й проезд Подбельского;ВАО;Богородское;271м;55.81305136180953;37.72878053866099
Мосгорсуд;Богородский Вал ул.;ВАО;Богородское;А265;55.80259152941143;37.70380039308508
Метро Ул. Подбельского;Открытое шоссе;ВАО;Богородское;А265 А822 А80Ф А75 А80 А86;55.8133356677835;37.73707006409238
4-я Гражданская ул.;4-я Гражданская ул.;ВАО;Богородское;А265 А86;55.807320976813294;37.71988650735499
5-й пр. Подбельского;Бойцовая ул.;ВАО;Богородское;А265 А86;55.81597305558441;37.72473842958365
Бульв. Марш. Рокоссовского 12;Бойцовая ул.;ВАО;Богородское;А265 А86;55.81398564438495;37.721469673906086
Детская ул.;Бойцовая ул.;ВАО;Богородское;А265 А86;55.80968616527182;37.716351167583305
Магазин;Бойцовая ул.;ВАО;Богородское;А265 А86;55.811649248191635;37.718779782215655
Зельев пер.;Просторная ул.;ВАО;Богородское;А265 А86;55.805373197906675;37.71751058075297
Ул. Алымова;Просторная ул.;ВАО;Богородское;А265 А86;55.80438729687771;37.71172784182395
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;А3 А3ф А75 А822;55.81403436036489;37.7339755898928
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;А3п А3 А3ф А822 А75;55.814057691542516;37.734363651839466
Богатырский мост;Богатырский Мост ул.;ВАО;Богородское;А75 А822;55.81709737159276;37.6885057530652
Белокаменное ш.;Белокаменное шоссе;ВАО;Богородское;А75 А822;55.82452416606877;37.69187685326604
Кадетский корпус;Лосиноостровская ул.;ВАО;Богородское;А75 А822;55.826020755653225;37.70352564326222
Учебный центр Минздрава;Лосиноостровская ул.;ВАО;Богородское;А75 А822;55.82569649487308;37.6967066218238
Яузская аллея;Яузская аллея;ВАО;Богородское;А75 А822;55.830737372005274;37.69241705030631
5-й пр. Подбельского;Ивантеевская ул.;ВАО;Богородское;А80;55.81689878079221;37.72701888688711
1-я Прогонная ул.;1-я Прогонная ул.;ВАО;Богородское;А80 А80Ф;55.812052979132844;37.708752548117786
5-й пр. Подбельского;5-й пр. Подбельского;ВАО;Богородское;А80 А80Ф;55.81735880179911;37.72752330958294
Ивантеевская ул.;Ивантеевская ул.;ВАО;Богородское;А80 А80Ф;55.81892691629365;37.72073206672963
Игральная ул.;Ивантеевская ул.;ВАО;Богородское;А80 А80Ф;55.818199170182154;37.71578255516186
Стадион Спартак;3-я Гражданская ул.;ВАО;Богородское;А80 А80Ф;55.809912256875926;37.71099387347976
Универсам;Игральная ул.;ВАО;Богородское;А80 А80Ф;55.81476978487014;37.71317099079356
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;А80Ф А265 А80 А86;55.814291675010395;37.733935853495346
1-й пр. Подбельского;Ивантеевская ул.;ВАО;Богородское;А80Ф А80;55.82005297478324;37.71813376622325
3-й пр. Подбельского;3-й пр. Подбельского;ВАО;Богородское;А80Ф А80;55.81957271583332;37.72327306322766
3-й проезд Подбельского;3-й пр. Подбельского;ВАО;Богородское;А80Ф А80;55.81802391333066;37.7228477793116
4-й пр. Подбельского;4-й пр. Подбельского;ВАО;Богородское;А80Ф А80;55.81866195967993;37.728100837410935
Бойцовая ул.;Малая Черкизовская ул.;ВАО;Богородское;А80Ф А80;55.80633088427413;37.713599335070676
Ивантеевская ул.;Ивантеевская ул.;ВАО;Богородское;А80Ф А80;55.818692023083855;37.721464582248174
Ивантеевская ул. 20;Ивантеевская ул.;ВАО;Богородское;А80Ф А80;55.81734651759137;37.723427311900835
Игральная ул.;Ивантеевская ул.;ВАО;Богородское;А80Ф А80;55.81876659297537;37.71632667253628
Стадион Спартак;3-я Гражданская ул.;ВАО;Богородское;А80Ф А80;55.81050128931336;37.71027684480319
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;А80Ф А86 А265 А80;55.81417069161596;37.733784307336514
Кадетский корпус;Лосиноостровская ул.;ВАО;Богородское;А822 А75;55.82591778281605;37.70416962923195
Учебный центр Минздрава;Лосиноостровская ул.;ВАО;Богородское;А822 А75;55.82582088490923;37.696458569015135
Яузская аллея;Яузская аллея;ВАО;Богородское;А822 А75;55.83062078582925;37.69210236760952
5-й пр. Подбельского;Бойцовая ул.;ВАО;Богородское;А86 А265;55.81642085406893;37.725758716109226
Магазин;Бойцовая ул.;ВАО;Богородское;А86 А265;55.81276703176281;37.71989968874661
Хромова;Краснобогатырская ул.;ВАО;Богородское;А80 А86 302м 311м 346м Тм2 Тм33 Тм11 Тм46 Тм7;55.79946848756938;37.715699052811665
Хромова (ул. Хромова д.9);Краснобогатырская ул.;ВАО;Богородское;А80 А86 302м 311м 346м Тм2 Тм33 Тм11 Тм46 Тм7;55.800575336525746;37.72176830986267
Богородский храм;Краснобогатырская ул.;ВАО;Богородское;Тм11;55.81510254741664;37.69319404552926
Богатырский мост;Краснобогатырская ул.;ВАО;Богородское;Тм11 Тм4Л;55.816967080944;37.68863515888444
Богатырский мост;Богатырский Мост ул.;ВАО;Богородское;Тм11 Тм4п;55.81678718158921;37.68755225026539
1-я Прогонная ул.;Краснобогатырская ул.;ВАО;Богородское;Тм11 Тм7 Тм33 Тм2 Тм46;55.80995693048513;37.70351992885825
Мосгорсуд;Краснобогатырская ул.;ВАО;Богородское;Тм11 Тм7 Тм33 Тм2 Тм46;55.80480088158423;37.70704665842266
Объединение ЛИТ;Краснобогатырская ул.;ВАО;Богородское;Тм11 Тм7 Тм33 Тм2 Тм46;55.80718628070655;37.70612091862134
Университет РАО;Краснобогатырская ул.;ВАО;Богородское;Тм11 Тм7 Тм33 Тм46 Тм2;55.812609849579594;37.69706133515156
Метро Ул. Подбельского;Открытое шоссе;ВАО;Богородское;Тм13;55.81293909005883;37.73508328902488
Бульв. Марш. Рокоссовского;Открытое шоссе;ВАО;Богородское;Тм13 Тм36 Тм4п;55.810303174567004;37.730232914002364
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;Тм2;55.81497542092601;37.733555126229014
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;Тм2 Тм29;55.814163294417085;37.73422377264279
Богородское;1-я Мясниковская ул.;ВАО;Богородское;Тм29;55.81662997824422;37.70215825005915
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;Тм33 Тм2;55.814573512447886;37.73345667648655
Ланинский пер.;Погонный пр.;ВАО;Богородское;Тм33 Тм4Л Тм7 Тм2 Тм29 Тм46;55.81897151701404;37.70560259057026
Богородский храм;Миллионная ул.;ВАО;Богородское;Тм33 Тм4Л Тм7 Тм2 Тм46;55.814735390614544;37.69540262309299
Богородское;Миллионная ул.;ВАО;Богородское;Тм33 Тм4Л Тм7 Тм2 Тм46 Тм29;55.81706202601916;37.70109029856149
Погонный пр.;Погонный пр.;ВАО;Богородское;Тм33 Тм4Л Тм7 Тм2 Тм46 Тм29;55.81973570908096;37.709951771734886
5-й пр. Подбельского;Ивантеевская ул.;ВАО;Богородское;Тм33 Тм7 Тм2 Тм4п Тм29 Тм46;55.81712191103189;37.72618935829796
Игральная ул.;Погонный пр.;ВАО;Богородское;Тм33 Тм7 Тм29 Тм4п Тм2 Тм46;55.818379063571776;37.715656037777855
3-й пр. Подбельского;3-й пр. Подбельского;ВАО;Богородское;Тм33 Тм7 Тм46 Тм2 Тм4п Тм29;55.81800424189416;37.72105325909941
Ланинский пер.;Погонный пр.;ВАО;Богородское;Тм33 Тм7 Тм46 Тм2 Тм4п Тм29;55.81873615082334;37.70497430018682
Богородский храм;Миллионная ул.;ВАО;Богородское;Тм33 Тм7 Тм4п Тм2 Тм46;55.8148731143177;37.69598457390974
Бульв. Марш. Рокоссовского;Открытое шоссе;ВАО;Богородское;Тм4Л Тм13 Тм36;55.81059608899735;37.731126523470664
бульвар Маршала Рокоссовского (Открытое шоссе);Открытое шоссе;ВАО;Богородское;Тм4Л Тм13 Тм36;55.81062440295874;37.731503298342176
Метро Ул. Подбельского;Открытое шоссе;ВАО;Богородское;Тм4Л Тм13 Тм36;55.813099153392784;37.7354414370022
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;Тм4Л Тм33 Тм46;55.81515373458592;37.732937983542186
3-й пр. Подбельского;Ивантеевская ул.;ВАО;Богородское;Тм4Л Тм33 Тм7 Тм2 Тм29 Тм46;55.818363448616225;37.721377735697935
Игральная ул.;Погонный пр.;ВАО;Богородское;Тм4Л Тм33 Тм7 Тм2 Тм29 Тм46;55.81832206181074;37.716190281192674
5-й пр. Подбельского;Ивантеевская ул.;ВАО;Богородское;Тм4Л Тм33 Тм7 Тм29 Тм2 Тм46;55.81685402524767;37.7269943107385
Метро Ул. Подбельского;Открытое шоссе;ВАО;Богородское;Тм4Л Тм4п Тм13 Тм36;55.81260475489652;37.7345029874499
Ростокинский пр.;Богородское шоссе;ВАО;Богородское;Тм4п;55.815122797449064;37.68558560486753
Объединение ЛИТ;Краснобогатырская ул.;ВАО;Богородское;Тм7 Тм11 Тм33 Тм46 Тм2;55.80682621838991;37.7065655785017
1-я Прогонная ул.;Краснобогатырская ул.;ВАО;Богородское;Тм7 Тм33 Тм11 Тм46 Тм2;55.8099826540527;37.703875638146535
Мосгорсуд;Краснобогатырская ул.;ВАО;Богородское;Тм7 Тм33 Тм11 Тм46 Тм2;55.80443551874019;37.707477892209305
Университет РАО;Краснобогатырская ул.;ВАО;Богородское;Тм7 Тм33 Тм11 Тм46 Тм2;55.81246981955163;37.69780366048781
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;Тм7 Тм33 Тм29 Тм2;55.81517328613378;37.732882375820395
Богородское;Миллионная ул.;ВАО;Богородское;Тм7 Тм33 Тм4п Тм2 Тм46;55.81653031522409;37.70068322007265
Погонный пр.;Погонный пр.;ВАО;Богородское;Тм7 Тм33 Тм4п Тм29 Тм2 Тм46;55.81971798760469;37.71076809906497
Метро Ул. Подбельского;Ивантеевская ул.;ВАО;Богородское;Тм7 Тм46 Тм4п;55.81412037543957;37.73431213952463
Музей Кусково;Юности ул.;ВАО;Вешняки;А133 А133к А620 А620Ф;55.734008910540375;37.81302546022427
Вешняковская ул.;Юности ул.;ВАО;Вешняки;А133 А133к А620Ф А620;55.7380106944538;37.81637937809923
Музей Кусково;Юности ул.;ВАО;Вешняки;А133к А133 А208 А620 А620Ф;55.73298348743047;37.811612442414905
Вешняковская ул.;Юности ул.;ВАО;Вешняки;А133к А133 А620Ф А620;55.73768483169673;37.816429581867524
Ул. Молдагуловой;Юности ул.;ВАО;Вешняки;А133к А208 А133 А620 А620Ф;55.72905191369945;37.80633242828737
Метро Выхино;Хлобыстова ул.;ВАО;Вешняки;А169;55.71564062885502;37.817524300183635
Метро Выхино;Хлобыстова ул.;ВАО;Вешняки;А177 А669 А669 АЭ А184 А209;55.715459710213956;37.81800018712471
Поликлиника № 80;Юности ул.;ВАО;Вешняки;А197 А133к А133 А208 А197Ф А620 А620Ф;55.726989366317255;37.803328987282086
Ул. Молдагуловой;Молдагуловой ул.;ВАО;Вешняки;А197 А197Ф;55.7290664484669;37.80770145509456
Снайперская ул.;Красный Казанец ул.;ВАО;Вешняки;А197 А197Ф А620 А620Ф;55.7193277739323;37.81052375955415
Платф. Вешняки;Красный Казанец ул.;ВАО;Вешняки;А197 А197Ф А620 А620Ф;55.72286852530381;37.80065056178664
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;А197 А197Ф А697Ф А697;55.717460726998375;37.81645303540936
Метро Выхино (ул. Красный Казанец);Красный Казанец ул.;ВАО;Вешняки;А197 А197Ф А697Ф А697;55.71663465034033;37.82002976600423
Вешняки-Владычино;Молдагуловой ул.;ВАО;Вешняки;А197 А722 А197Ф А747 А602 А79 А787;55.71946355348742;37.831751971730405
Университет;Молдагуловой ул.;ВАО;Вешняки;А197Ф А197;55.727420125939425;37.81233577378902
Сельэнергопроект;Юности ул.;ВАО;Вешняки;А197Ф А197 А133к А133 А208 А620 А620Ф;55.725030127936265;37.80041850348017
Снайперская ул. 3;Молдагуловой ул.;ВАО;Вешняки;А197Ф А197 А615;55.72457311157631;37.81866113740566
Универсам;Молдагуловой ул.;ВАО;Вешняки;А197Ф А197 А615;55.72228403034264;37.82320806587577
Ул. Красный Казанец;Красный Казанец ул.;ВАО;Вешняки;А197Ф А197 А620Ф А620;55.72068674867974;37.80641186634573
Пл. Амилкара Кабрала;Молдагуловой ул.;ВАО;Вешняки;А197Ф А197 А747 А722 А602 А79 А787;55.72083036184558;37.82721044349377
15-я гор. б-ца;аллея Жемчуговой;ВАО;Вешняки;А208;55.732318041157576;37.82889028474898
Аллея Жемчуговой 1;аллея Жемчуговой;ВАО;Вешняки;А208;55.73268390710833;37.81915879621084
Реутовская ул. 16;Реутовская ул.;ВАО;Вешняки;А208;55.736695998704676;37.83831260234109
Реутовская ул. 22;Реутовская ул.;ВАО;Вешняки;А208;55.73372943132707;37.83795100120947
Реутовская ул. 24;Реутовская ул.;ВАО;Вешняки;А208;55.731971575489915;37.83496777684627
Реутовская ул. 6;Реутовская ул.;ВАО;Вешняки;А208;55.74091567828898;37.836551908204065
Музей Кусково;аллея Жемчуговой;ВАО;Вешняки;А208;55.73341860656222;37.81286118974705
Поликлиника № 80;Юности ул.;ВАО;Вешняки;А208 А133 А697Ф А133к А697 А620Ф А620;55.727594841640155;37.80464354194762
Ул. Молдагуловой;Юности ул.;ВАО;Вешняки;А208 А133к А133 А620 А620Ф;55.72951624429577;37.8074183814599
Платф. Новогиреево;Кетчерская ул.;ВАО;Вешняки;А208 А232;55.744047949225596;37.82179919756322
Кетчерская ул.;Кетчерская ул.;ВАО;Вешняки;А208 А232 А21;55.7440615494656;37.8300393759203
Кетчерская ул. 8;Кетчерская ул.;ВАО;Вешняки;А208 А232 А21;55.74473750294052;37.82464909936679
Реутовская ул. 22;Реутовская ул.;ВАО;Вешняки;А208 А706 А706у;55.73342617089386;37.83768052135526
Реутовская ул. 24;Реутовская ул.;ВАО;Вешняки;А208 А706у;55.73214239759121;37.83395155719689
Реутовская ул. 6;Реутовская ул.;ВАО;Вешняки;А208 А706у;55.740594869321804;37.83670472353417
Реутовская ул. 16;Реутовская ул.;ВАО;Вешняки;А208 А706у А706;55.736280110208895;37.83800488175446
Перовский рынок - Платф. Новогиреево;Кетчерская ул.;ВАО;Вешняки;А21;55.74314624685208;37.81819075839754
Платф. Новогиреево;Кетчерская ул.;ВАО;Вешняки;А232 А208;55.74391127927262;37.82056988641935
Кетчерская ул.;Кетчерская ул.;ВАО;Вешняки;А232 А208 А21;55.744476824486604;37.8298532316132
Кетчерская ул. 8;Кетчерская ул.;ВАО;Вешняки;А232 А208 А21;55.7446923512788;37.82587244906236
Управа района Вешняки;Вешняковская ул.;ВАО;Вешняки;А232 А247 А615 А787 Тб30 Тб64;55.73468747566818;37.82910845109254
Ул. Юности;Вешняковская ул.;ВАО;Вешняки;А232 А247 А811 А787 А615;55.73792590681352;37.820443396215
Косинская ул.;Вешняковская ул.;ВАО;Вешняки;А232 А706 А706у А247 А787 А615 Тб64 Тб30;55.72739506789215;37.8288242961408
Вешняковская ул. 41;Вешняковская ул.;ВАО;Вешняки;А232 А722 А706у А247 А747 А602 А79 Тб30 Тб64;55.71906147343265;37.821434681118475
Поликлиника;Старый Гай ул.;ВАО;Вешняки;А232 А811 Тб77;55.737842352378486;37.828302915632165
Ул. Старый Гай 1;Старый Гай ул.;ВАО;Вешняки;А232 А811 Тб77;55.74154535047512;37.83069461398898
Метро Выхино;Вешняковская ул.;ВАО;Вешняки;А247;55.717268001866415;37.82030614326555
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;А247 А197 А197Ф А232;55.71667762531297;37.818552021956144
Ул. Старый Гай;Вешняковская ул.;ВАО;Вешняки;А247 А232 А615 А787 Тб30 Тб64 Тб77;55.73697849992774;37.82549809155519
15-я гор. б-ца;Вешняковская ул.;ВАО;Вешняки;А247 А232 А706 А706у А787 А615 Тб30 Тб64;55.73171430915187;37.8294776854165
К/т Энтузиаст - Колледж;Вешняковская ул.;ВАО;Вешняки;А247 А232 А706у А787 А615 Тб30 Тб64;55.7261841782393;37.82887848845447
15-я гор. б-ца;Вешняковская ул.;ВАО;Вешняки;А247 А706 А232 А706у А615 А787 Тб30 Тб64;55.73272694751773;37.83004700500336
Пл. Амилкара Кабрала;Вешняковская ул.;ВАО;Вешняки;А247 А706 А706у А232 А615 А787;55.72310560831719;37.82633711499033
К/т Энтузиаст - Колледж;Вешняковская ул.;ВАО;Вешняки;А247 А706у А232 А615 А787 Тб30 Тб64;55.72563756087465;37.82810364032015
Вешняковская ул. 41;Вешняковская ул.;ВАО;Вешняки;А247 А706у А232 А747 А722 А602 А79 Тб30 Тб64;55.71929505447801;37.82261738727562
Пл. Амилкара Кабрала;Вешняковская ул.;ВАО;Вешняки;А247 А706у А706 А232 А615 А787;55.72300227134;37.825699962766066
Управа района Вешняки;Вешняковская ул.;ВАО;Вешняки;А247 А706у А706 А232 А615 А787 Тб30 Тб64;55.73506387193182;37.829429929049724
Ул. Старый Гай;Вешняковская ул.;ВАО;Вешняки;А247 А811 А615 А787 Тб30 Тб64 Тб77;55.73748433955697;37.82441971382271
Ул. Юности;Вешняковская ул.;ВАО;Вешняки;А247 А811 А615 А787 Тб30 Тб64 Тб77;55.73826258405956;37.82037466528958
Снайперская ул.;Снайперская ул.;ВАО;Вешняки;А615;55.72035956159976;37.811151472215585
Снайперская ул. 7;Снайперская ул.;ВАО;Вешняки;А615;55.722566495273504;37.81366562842035
Снайперская ул. 3;Молдагуловой ул.;ВАО;Вешняки;А697 А697Ф А615;55.724222376791914;37.818886604487574
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;А697 А697Ф А620Ф;55.71787315103516;37.81553752309718
Снайперская ул.;Красный Казанец ул.;ВАО;Вешняки;А697 А697Ф А620Ф А620;55.71979047857585;37.80977338596671
Сельэнергопроект;Юности ул.;ВАО;Вешняки;А697Ф А133к А697 А208 А133 А620Ф А620;55.72482615725029;37.800516305357256
Университет;Молдагуловой ул.;ВАО;Вешняки;А697Ф А697;55.7270418633005;37.81274653319758
Ул. Молдагуловой;Молдагуловой ул.;ВАО;Вешняки;А697Ф А697;55.72821435115043;37.80942569797424
Детская п-ка № 7;Молдагуловой ул.;ВАО;Вешняки;А697Ф А697 А615;55.72273868602982;37.82180735728708
Платф. Вешняки;Красный Казанец ул.;ВАО;Вешняки;А697Ф А697 А620Ф А620;55.72375035852827;37.79998899714736
Ул. Красный Казанец;Красный Казанец ул.;ВАО;Вешняки;А697Ф А697 А620Ф А620;55.72101090901464;37.806061606342695
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;А697Ф А697 Тб30;55.71731808775459;37.81856986693273
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;А706 А706у;55.71702421584946;37.8173763914092
Ул. Старый Гай 1;Старый Гай ул.;ВАО;Вешняки;А706 А706у А232 А811 Тб77;55.74172094945184;37.831039170527845
Косинская ул.;Вешняковская ул.;ВАО;Вешняки;А706 А706у А247 А232 А615 А787 Тб30 Тб64;55.728438910092514;37.82951383494809
Автокомбинат № 40;Кетчерская ул.;ВАО;Вешняки;А706 А706у А811 А21 Тб77;55.74366119479953;37.834081046538685
Реутовская ул. 2;Реутовская ул.;ВАО;Вешняки;А706у А706 А208;55.74313129461097;37.83297704344979
Автокомбинат № 40;Кетчерская ул.;ВАО;Вешняки;А706у А706 А21 А811;55.74393698124415;37.833016073576744
Поликлиника;Старый Гай ул.;ВАО;Вешняки;А706у А706 А232 А811 Тб77;55.7381162701242;37.82883654485925
Вешняки-Владычино;Молдагуловой ул.;ВАО;Вешняки;А722 А697 А697Ф А747 А787 А602 А79;55.719352207774804;37.83116956485969
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;А722 А855 А232 А821 А697Ф А706Шк А841 А197Ф А706у А247 А706 А747 А697 А197 А841 А615 А620 А602 А620Ф А79 Тб30;55.717579698236726;37.81789016733761
Пл. Амилкара Кабрала;Молдагуловой ул.;ВАО;Вешняки;А747 А697Ф А722 А697 А79 А787 А602;55.72098561199243;37.82633996404954
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;А747 А722 А79;55.71675519568741;37.8183215865633
Ул. Старый Гай;Вешняковская ул.;ВАО;Вешняки;А787 А811;55.73737999187508;37.82499116808352
Ул. Старый Гай;Вешняковская ул.;ВАО;Вешняки;А811 А787;55.73706616140239;37.82510475184496
Косинская ул. 28;Косинская ул.;ВАО;Вешняки;А821 А855 А697Ф А697;55.71487880076784;37.82475418211355
Метро Выхино;Вешняковская ул.;ВАО;Вешняки;А855 А706у А841 А821 А722 А747 А706 А232 А841 А602 А79;55.717197731937034;37.82027644811378
Косинская ул. 28;Косинская ул.;ВАО;Вешняки;А855 А821;55.71448705990935;37.82529613358358
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;А855 А821 А841 А841 А620 А615 А620Ф;55.71729588362727;37.81688146779557
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;А956;55.71789470119683;37.8155018004267
Метро Выхино (ул. Красный Казанец);Красный Казанец ул.;ВАО;Вешняки;А956;55.71828868644495;37.81417965608113
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;Тб30;55.716191279713065;37.81991540087115
Пл. Амилкара Кабрала;Вешняковская ул.;ВАО;Вешняки;Тб30 Тб64;55.722814077783156;37.82548453430221
Ул. Юности;Вешняковская ул.;ВАО;Вешняки;Тб30 Тб77 Тб64;55.73780692345098;37.821112855787675
Метро Выхино;Красный Казанец ул.;ВАО;Вешняки;Тб64;55.71693366811478;37.81763032120724
15-я Парковая ул. 24;15-я Парковая ул.;ВАО;Восточное Измайлово;Тб51 51м 249м 274м;55.799216259919675;37.819047830321
Нижняя Первомайская ул.;16-я Парковая ул.;ВАО;Восточное Измайлово;269м;55.79013644587067;37.82359701155329
М-н Гудвин;Сиреневый бульв.;ВАО;Восточное Измайлово;А230 А52 А230п А52п Тб55;55.80279173589648;37.820169040530686
13-я Парковая ул.;Сиреневый бульв.;ВАО;Восточное Измайлово;А230п А230 Тб55;55.80265433458873;37.81293280015078
13-я Парковая ул.;13-я Парковая ул.;ВАО;Восточное Измайлово;А34;55.80232855786657;37.81207421675991
Детская б-ца № 3;13-я Парковая ул.;ВАО;Восточное Измайлово;А34;55.799893895052506;37.812418473932176
Детский сад;16-я Парковая ул.;ВАО;Восточное Измайлово;А34;55.79974448490244;37.82577846700035
Измайловский бульв. 66;Измайловский бульв.;ВАО;Восточное Измайлово;А34 А645 А645Ф;55.79669892690431;37.8183623487742
Моск. театр Теней;Измайловский бульв.;ВАО;Восточное Измайлово;А34 А645 А645Ф;55.79663539832046;37.813345100626286
Пл. Соловецких Юнг;пл. Соловецких Юнг;ВАО;Восточное Измайлово;А34 А68ф А68;55.80285765610648;37.82958757813276
16-я Парковая ул.;Первомайская ул.;ВАО;Восточное Измайлово;А34 Тб22 Тб87;55.79364582756346;37.821538489958535
16-я Парковая ул.;Первомайская ул.;ВАО;Восточное Измайлово;А34 Тб87 Тб22;55.79348377293;37.822299709330686
15-я Парковая ул. (Первомайская ул.);Первомайская ул.;ВАО;Восточное Измайлово;А34 Тб87 Тб22 Тм11 Тм34;55.79339879332204;37.81981468222257
Поликлиника;Сиреневый бульв.;ВАО;Восточное Измайлово;А52 А230п А52п А230 Тб55;55.8030808110211;37.825841669634904
Пл. Соловецких Юнг;пл. Соловецких Юнг;ВАО;Восточное Измайлово;А52 А52п Тб55;55.802893817372464;37.82952416923632
Пл. Соловецких Юнг;пл. Соловецких Юнг;ВАО;Восточное Измайлово;А52п А230п А34 А230 А52;55.802936523219635;37.83057511502116
15-я Парковая ул.;15-я Парковая ул.;ВАО;Восточное Измайлово;А52п А52;55.80242591462804;37.818608729099005
Моск. театр Теней;Измайловский бульв.;ВАО;Восточное Измайлово;А634 А664 А34 А645Ф А645;55.7972064311585;37.813085551671335
11-я Парковая ул.;Измайловский бульв.;ВАО;Восточное Измайлово;А645 А645Ф;55.79654949368761;37.80615599915992
Измайловский бульв. 69;Измайловский бульв.;ВАО;Восточное Измайлово;А664 А634 А34 А645Ф А645;55.797270234334974;37.817554695292834
Измайловский бульвар (ул. 9-я Парковая);Измайловский бульв.;ВАО;Восточное Измайлово;А664 А634 А34 А645Ф А645;55.797213945215816;37.799402024733375
15-я Парковая ул. 1;15-я Парковая ул.;ВАО;Восточное Измайлово;А664 А97к А97 А97п А634 А645Ф А645;55.78918650649324;37.819536720386566
15-я Парковая ул. (Первомайская ул.);Первомайская ул.;ВАО;Восточное Измайлово;А664 А97п А634 А97к А97 Тб22;55.793357200693954;37.81717178848938
Пл. Соловецких Юнг;пл. Соловецких Юнг;ВАО;Восточное Измайлово;А68 А68ф;55.80287768165566;37.83044920040466
К/т Первомайский;Первомайская ул.;ВАО;Восточное Измайлово;А97к А664 А97п А634 А97 Тб22 Тб87;55.79316413717007;37.80616588840419
13-я Парковая ул.;Первомайская ул.;ВАО;Восточное Измайлово;А97к А97 А97п Тб22 Тб87;55.79350805545907;37.81225878586536
Первомайская;15-я Парковая ул.;ВАО;Восточное Измайлово;А97к А97п А664 А97 А634 А645 А645Ф;55.79303421535305;37.93255892439199
Первомайская ул.;15-я Парковая ул.;ВАО;Восточное Измайлово;А97к А97п А664 А97 А634 А645 А645Ф;55.7923885739401;37.819394041866396
Первомайская;15-я Парковая ул.;ВАО;Восточное Измайлово;А97п А634 А97к А664 А97 А645 А645Ф;55.79318240676387;37.93221139135043
Первомайская ул.;15-я Парковая ул.;ВАО;Восточное Измайлово;А97п А634 А97к А664 А97 А645 А645Ф;55.793034496421534;37.81913498940846
13-я Парковая ул.;Первомайская улица;ВАО;Восточное Измайлово;664м 272м 322м Тб22 Тб87 Тм34 Тм11;55.793274021103294;37.811831953399256
15-я Парковая ул. (Первомайская ул.);Первомайская ул.;ВАО;Восточное Измайлово;Тб22 Тб87;55.7936145584903;37.81877994183437
16-я Парковая ул.;Первомайская ул.;ВАО;Восточное Измайлово;Тб22 Тб87;55.79366073520392;37.822686539368476
Метро Первомайская;Первомайская ул.;ВАО;Восточное Измайлово;Тб22 Тб87;55.79305377739279;37.79991556911441
15-я Парковая ул. 26;15-я Парковая ул.;ВАО;Восточное Измайлово;Тб51 51м 249м 274м;55.80125998490335;37.818948393735056
Пл. Соловецких Юнг;пл. Соловецких Юнг;ВАО;Восточное Измайлово;Тб55;55.80280607508485;37.830414334963926
13-я Парковая ул.;Первомайская ул.;ВАО;Восточное Измайлово;Тб87 Тб22;55.79329510839423;37.81322774705824
13-я Парковая ул.;Первомайская ул.;ВАО;Восточное Измайлово;Тм11 Тм34;55.79326690208381;37.8120686566999
15-я Парковая ул. (Первомайская ул.);Первомайская ул.;ВАО;Восточное Измайлово;Тм11 Тм34;55.79361758690596;37.8196262149011
16-я Парковая ул.;Первомайская ул.;ВАО;Восточное Измайлово;Тм11 Тм34;55.793499816005514;37.82239816865896
К/т Первомайский;Первомайская ул.;ВАО;Восточное Измайлово;Тм11 Тм34;55.793398153097506;37.80597638532888
К/т Первомайский;Первомайская ул.;ВАО;Восточное Измайлово;Тм11 Тм34;55.79316158861575;37.80523626235631
15-я Парковая ул. 24;15-я Парковая ул.;ВАО;Восточное Измайлово;Тб51 51м 249м 274м;55.800263336094964;37.818766460765275
16-я Парковая ул.;Первомайская улица;ВАО;Восточное Измайлово;Тб22 Тб87 Тм11 Тм34 271м 272м 322м А34;55.79398174393133;37.82367711597745
Пос. Восточный;Главная ул.;ВАО;Восточный;А283 А716;55.8207719055139;37.87092005028143
